old_id,title,created_at,updated_at,contact_old_id,in_market_date,start_date,stage_id,type_id,classification_id,is_new_to_the_world,is_frozen,consumer_opportunity_id,moment_of_consumption_id,business_driver_id,portfolio_profile_id,entity_old_id,category,is_multi_brand,is_replacing_existing_product,replacing_product,is_in_prisma,why_invest_in_this_innovation,unique_experience,story,uniqueness,consumer_insight,early_adopter_persona,source_of_business,universal_key_information_1,universal_key_information_2,universal_key_information_3,universal_key_information_4,universal_key_information_5,pot_picture_1,pot_picture_2,pot_legend_1,pot_legend_2,key_learning_so_far,next_steps,growth_model,is_earning_any_money_yet,plan_to_make_money,markets,beautyshot_picture,packshot_picture,additional_pictures,video_url,video_password,ibp_url,mybrands_url,press_url,is_needing_financial_update,is_active,brand_old_id,financial_graph_picture
36561,"KAHLUA SALTED CARAMEL",2016-07-01,2018-10-16,467,2015-04-01,2015-04-01,5,3,2,0,0,3,4,1,5,97,Liqueurs,0,0,,0,"Relevance to coffee trend and continued expansion of the espresso martini by adding a twist",,"Salted Caramel taps into the “Blast to the Past” mega-trend, which is about consumer nostalgia; a return to the good, clean, old fashioned fun of yesteryear. Spirits and non-spirits products are playing into this retro trend with flavors that are reminiscent of childhood favorites, but dressed up for the adult audience. 
Salted Caramel launch timing is appropriate for summer, given that this is a time when adults often channel their inner kid, returning to the simple pleasures of good times and fun treats
","Breaking out of winter seasonality helping consumers kick start spring and shake off the winter chill in time for summer this new flavour was formulated to tastily liven up an iced coffee and to give cocktail lovers a refreshing and delicious twists.","I want something comforting and delicious yet refreshing. The perfect summer twist to my winter favourite.",,"Support increase of Kahlúa sales via extension out of winter season and harnessing a global major trend (salted caramel)","Twist on the espresso martini or with cold brew","mainstream bars and restaurants",100,Baileys,"Kahlua flavour range",5a2acb7ea74ed_0.jpg,5a0320d666dfa_0.png,,,"Salted caramel is a flavour that allows kahlúa to enter into ice coffee / cold coffee drinks and spring, summer season","Making it available in more markets that has Kahlúa original and a coffee trend present",fast_growth,0,,"[""GB"",""NZ"",""CA"",""US"",""AU""]",5a2acb1e2f32f_0.png,5a0320d2646b8_0.png,"[""5a0320caef185_0.png""]",,,,,,0,1,33543,5b113b90ebebe_0.png
121876,KV16,2018-10-11,2018-10-16,1432,2019-07-01,2018-10-01,2,1,2,0,0,7,4,2,1,77,Liqueurs,0,0,,0,"With a healthy and growing mother-brand we are exploring business opportunities fo help us achieve major brand goals : rejuvenate a 200 years old brand, recruit new generation of consumers, premiumize and sustain value strategy. With the heritage of Beckerovka Original, and its herbal and natural taste profile, it is logical to answer the global trend of Mindfull Drinking and introduce a crafted, lower ABV, easy to drink product. ",,"We use only the best herbs, fruits and spices to create the new, all-natural member of the Becherovka family. With its lower alcohol by volume, it is specifically designed to be enjoyed in a mixed drink. The refreshing, fruity taste and easy-to-drink character of the cocktail makes it perfect to enjoy in many different occasions - from a more relaxed atmosphere with friends and family, to a bar meeting new people or celebrating a special moment. ",,,,,,,,,,,,,,,,fast_growth,0,,[],,,[],,,,,,1,1,33472,
36462,"L'ATELIER PERRIER JOUËT",2016-07-01,2018-10-16,770,2016-10-01,2014-01-01,3,2,3,0,1,4,,,1,79,"Intl Champagne",0,0,,0,,,"Experience is at the heart of a boutique brand. Peronnalization is a must-have for luxury brands and a tradition anchored in Perrier-Jouët's heritage.
in 2016 the Perrier-Jouët House will introduce ""L'Atelier Perrier-Jouët"" on the French market, a direct to consumer approach through an online platform providing consumers with tailor-made offers: products, wines and services. 
Four different offers will be available, from products of the PJ collection delivered at home in a beautiful personalized wooden case to a tailor-made event at a key moment that matter !
France is the pilot market but the ambition is to roll it out globally. ","L'Atelier Perrier Jouët is an e-commerce platform that builds a business of tailor-made offers to reinforce boutique image and desirability of the house and establish Perrier Jouët as the pioneering champagne house in made-to-measure experiences.","For luxury, personalization is about the relationship. Today, everybody is an artist, a designer, a photographer. Atelier Perrier Jouët enables consumers to be part of the process by giving them the opportunity to design their champagne bottle. ",,"Personalization products enable us to capture new consumers with a premium offer, that also suits perfectly with moments of conviviality and celebrations (weddings, birthdays...), which are big volumes opportunities for champagne. ",,,,,,,,,,,,slow_build,0,,[],59242ac681e14_0.png,,"[""59242ae59c7cf_0.png"",""59242aedb6437_0.png"",""59242affb9f53_0.png""]",,,,,,1,1,33463,5a1bf66732353_0.png
62146,"LAMB'S PINEAPPLE RUM",2017-03-17,2018-10-16,1344,2017-09-01,2016-11-07,4,3,2,0,0,3,4,1,1,73,Rum,0,0,,0,,,,"Inspired by Newfoundlander’s love of pineapple pop for the last half century, Lamb’s Pineapple rum marries two local favourites: Lamb’s rum and pineapple.","“As a Newfoundlander, I’m proud of our unique culture and customs.”",,"RTDs, Ciroc Pineapple, Captain Morgan Pineapple.",,,,,,,,,,,,slow_build,0,,"[""CA""]",591c67924a081.jpg,,"[""591c66f376e93_0.png"",""591c67a493513_0.png""]",,,,,,1,1,33479,5b0f18bef342d_0.png
114096,"LAMB'S SOCIABLES RTD ",2018-05-30,2018-10-16,1344,2018-05-23,2017-12-04,4,3,2,0,0,2,4,3,1,73,RTD/RTS,0,0,,0,"RTDs are one of the fastest growing categories in Canada. They are mainly consumed by a younger demographic. The Lamb's Scoiables RTD will help build Brand Equity amongst Younger Consumers, Position Lamb’s as an authentic, relatable brand for a new generation of rum drinkers and Tap into our younger target’s existing occasions and drive convenience.",,"Inspired by NFLD's love of local products and their unique drinking occasions, Lambs Sociable RTD marries two local favourites: Lamb's Rum and pineapple flavour in a convenient format. ","Building on young consumers affinity for sweet pineapple but tapping into their health conscious choices - Lamb's Sociables offers delicious Pineapple and Soda water flavor, ready to drink in a convenient format ","I like local products and celebrating NFLD heritage, but I don’t want to look so far into the past. For me and my friends it’s about putting our own spin on NFLD traditions.",,"Source of business is existing RTD and Beer given the convenience driven occasions. We also expect current Lamb's drinkers to try it, but don't expect it to substitute their Lamb's base purchase. ",RTD,"High energy bars (convenient serve)","100 to Bacardi Breezer ","Bacardi Breezer, Palm Bay, Smirnoff ice cans ","Pineapple ",,,,,"Getting the consumer insight right is key for RTD launch. Above all, flavor offering and visually appealing packaging has been key. Collaborating with the local board has helped us gain more info on RTD needs. ","Increase distribution and awareness of product in Newfoundland ",fast_growth,0,,[],5b155a6324ae1_0.jpg,5b155a84822ed_0.png,[],,,,,,0,1,33479,5b20e9c7ebfb0_0.png
36632,"LAMB'S SPICED CHERRY RUM",2016-07-01,2018-10-16,1344,2016-08-01,2016-03-01,5,3,2,0,0,3,,,1,73,Rum,0,0,,0,,,"Lamb’s Spiced Cherry is the first flavoured spiced rum, giving consumers more choice in the massive and growing spiced rum trend. Bursting with delicious cherry almond flavours, Lamb's Spiced Cherry is full of sweet flavours and smooth Rum tones.
",,,,,,,,,,,,,,,,slow_build,0,,"[""CA""]",d8b11b986de9e66734672af994f8e82e02207544_0.jpg,,[],,,,,,0,1,33479,5b0f1b321c1d2_0.png
36631,"LAMB'S SPICED RUM",2016-07-01,2018-10-16,1344,2013-11-01,2013-03-01,5,3,2,0,0,8,4,1,5,73,Rum,0,0,,1,,,"Lamb's Spiced was re-launched with higher ABV.",-,-,,-,,,,,,,,,,,,slow_build,0,,"[""CA""]",0587a626348377761501c941ba8aa0caa7d3ff6e_0.jpg,5a1c3015dc7d7_0.png,[],,,,,,0,1,33479,5b20e4fbf3ea8_0.png
36555,"LAUVIA NEW RANGE - ARTISAN ELEVEUR ",2016-07-01,2018-10-16,298,2016-06-01,2015-03-02,4,3,2,0,0,1,,,1,79,"Brandy non Cognac",0,0,,0,"While the Armagnac category has a strong heritage of 700 years, Comte de Lauvia meets for the first time in the catgeory the expectation of discerning people, through a pure and authentic range.",,"Genuine Artisan of Wood Maturation - Artisan eleveur

The new Lauvia Armagnac range is made for discerning consumers who like to sip authentic quality drinks, It is made for those who appreciate connoisseur aged products because it enhances the flavor profiles of spirits, but who know that ageing does not necessarily mean achieving maturity.

Our art of double maturation is subtly perfected by our craftsmen to adjust to the specific maturity pace of each of our eaux-de-vie.","The Lauvia range is a niche & artisan brand. Lauvia offers a range of amragnacs (from Fine to Millésimes) which are non-chill filtered and additive-free; describing the production process on the labels.","I want to go further in the armagnac category; and enjoy a truly authentic and pure product.",,"From the other armagnac brands, who do not yet have such a transparent approach. ","neat or cocktails","low to mid energy bars, restaurants  and specializ",N/A,"other craft Armagnacs",N/A,5ab383511a9fc_0.jpg,5ab3836981b5f_0.png,,,"Comte de Lauvia Armagnacs are truly unique in the category, as no other brand offers such transparency. The suprise was the increasing interest of Millenials, who become more and more curious, adhering to the brand’s con","Develop the distribution network by opening new markets and finding the right distribution channels.Create POS and educational tools to promote the brand. Develop a digital strategy.",slow_build,0,,"[""BE"",""RU"",""GB"",""FR""]",b3c1d8147f123b2026408176edb4d324aa2b0907_0.jpg,,[],,,,,,0,1,37862,5b505f7598276_0.png
36425,"LE PETIT ROSE",2016-07-01,2018-10-16,405,2016-07-01,2014-01-12,5,3,2,1,0,5,4,3,5,81,Wine,0,0,,1,"Jacob’s Creek Le Petit Rose is leading the growth of premium Rose by tapping into the Light and Fresh trend, fuelling the growth of the aperitif occasion. Consumers love its chic packaging and its dry, crisp & elegant style which appeals to both genders, men and women alike. ",,"A crisp and refreshing Australian Rosé with a little French style.
Capitalises on the dynamic Premium+ Rosé category, with a proposition inspired by Provence Rosé

","Australian Rosé with a little French style.","I love the imagery of champagne. I want that French sophistication for my social occasions, but it needs to be more accessible/affordable.",,"New occasions. Le Petit Rosé is inclusive, & transcends occasions – it has ultimate flexibility, with / without food, both sophisticated and casual.","Chilled or in cocktails (Frose or Rose Spritzer)","Off trade focus, but on trade to build image","150 vs core range","Dry, crisp Roses","Dry and savoury styleDelicate rose petal and spice",5a3a9ebff2d18_0.jpg,5a3a9ecb5f605_0.jpg,,,"The campaign was built around generating excitement from influencers and gatekeepers first before rolling out consumer media to drive trial and awareness. It was then brought to life in the Last 3 Feet.","A Sparkling line extension is planned for FY19.",fast_growth,0,,"[""AE"",""CA"",""AU"",""MY"",""NZ"",""TH"",""IE"",""SE"",""GB""]",5a85beb7a4b05_0.png,5a20ed80dbdb6_0.png,[],https://brandcloud.pernod-ricard.com/media/?mediaId=2EC13542-ED9C-4D34-ABB8D99C189BF436,,https://brandcloud.pernod-ricard.com/media/?mediaId=0A7176FB-7626-4FD6-806EC7F48EA320D6,https://mybrands.pernod-ricard.com/jacobs-creek/activations/jacobs-creek-le-petit-rose-wine-innovation-delivering-sustained-strategic,https://brandcloud.pernod-ricard.com/media/?mediaId=D85427DE-37C1-4E0F-BFF238BD12DB633A,0,1,33459,5b10d7f8b716a_0.png
36585,"LES NOUVEAUX CAVISTES",2016-07-01,2018-10-16,563,2017-05-01,2016-01-01,3,4,3,1,0,4,,,1,96,,0,0,,0,,,"Marketplace model based on Ricard","To create the referent platform for Spirits & Champagnes in France / Thanks to our premium approach (illustrations, products...) and to exhaustivity/ Because we gather a maximum of references (more than 4000) and propose 3 hours delivery in 15 cities","I want to find a very rare spirit and be delivered quickly as possible (same day if possible)",,"Internet customer",,,,,,,,,,,,slow_build,0,,[],,,"[""5919cc05eaea4.jpg""]",,,,,,1,1,65101,5a1bf685c9ec7_0.png
36497,"LILLET ",2016-07-01,2018-10-16,1057,2013-05-01,2013-05-01,5,3,2,0,0,5,4,4,2,96,Other,0,0,,1,"Female empowerment and Low Proof trends become increasingly topical worldwide, both business opportunities for the brand. Lillet sales performing positively by LE3 FY’18 (+25.2%) on key markets: Germany(+37%), France(+6%) and USA(+8%). Brand depletions reach +18,5% (IWSR’16). Aperol, continue growing double digit in key markets as France, Switzerland, Benelux, USA and UK despite a limited product range and one single drink strategy.",,"Lillet is a subtle blend of french wines and fruit infusions made in Podensac, Bordeaux region. Created in 1872 by brothers Paul and Raymond, Maison Lillet has kept its uniqueness, relying on strong French heritage and know-how. In the 30s Lillet was served on exclusive occasions and at official receptions, soon becoming the aperitif in vogue all over the world, conquering later the most trendy NY venues. Today, consumers have rediscovered it on elegant Spritzer recipes while connoisseurs and mixologists have made it an essential of cocktails.","Appealing for a feminine target, Lillet is a premium classic brand full of history, still made today in the same time-honored fashion at our distillery in Bordeaux region. A versatile aperitif to capitalize the growing low proof trend on several MOC.","""Sharing elegance brings lightness to the essential"": I look for premium, low abv, refreshing drinks for socializing or relaxing moments with my couple or friends.",,"Competitive set stands out 16.2M 9ltcs; Martini (-4.4% CAGR 06/16), Aperol (+15.6% CAGR 06/16), Campari (2.1% CAGR 06/16). Lillet ambition is to reach 1M cs (3% SOM) by FY22.  Other sources of volume are White and Rosé wine and Champagne. ","Lillet Vive and Lillet Tonic","Focus On Trade first 2 years (LEB & Restaurants)","+30% vs Aperol","Aperol, Martini, Campari. Wine and Champagne","Prod Range: Blanc, Rosé, Rouge & Grande Réserve*",5a1d89276f728_0.png,5a1d87c3427d5_0.png,"Lillet Activations","Media, PR, Influencers","Tasting is an indispensable tool focus on Blanc then Rosé for summer activations. Ambassadors are crucial to develop On Trade. An integrated Digital + Influencers strategy will leverage awareness and consideration","Reinforced Global Brand Experience and activation tools. Constantly renewed Media and Digital content assets to continue increasing Brand awareness. Enhanced brand Heritage and Educational tools.  ",slow_build,0,,"[""IL"",""CA"",""CO"",""US"",""AU"",""HK"",""MY"",""RU"",""AT"",""BE"",""DK"",""EE"",""DE"",""LV"",""LT"",""LU"",""NL"",""NO"",""RO"",""ES"",""SE"",""CH"",""UA"",""GB"",""FR""]",5a1d87e1d9789_0.png,5a1d8cf521231_0.png,"[""5a1bebab77653_0.png"",""5a1d87fee4e23_0.png""]",https://www.youtube.com/watch?v=k06GrCxY03Q,,https://mybrands.pernod-ricard.com/lillet/articles/lillet-ibp-storybook-release-june-2018,https://mybrands.pernod-ricard.com/lillet,,0,1,33520,5b0d64fcc69f6_0.png
36558,"LILLET GRANDE RESERVE",2016-07-01,2018-10-16,1057,2016-01-10,2016-10-01,3,3,2,1,1,8,,,1,96,Other,0,0,,0,,,"Lillet Grande Réserve is a subtle blend of Sauvignon and Semillon wines, selected by our cellar master for their Bordeaux character, and fine fruit liqueurs. aged for an entire year in oak barrels, Lillet Grande Réserve receives the same thoughtful care as the best ""grands crus"". ","Lillet is an elegant blend of rigurouselly selected wines and crafted fruit macerations, elaborated at Podensac south of Bordeaux. A premium and versatile  apéritif to capitalize the increasing global low proof trend on several MOC.",,,"Super premium apéritifs and wines. Champagne",,,,,,,,,,,,fast_growth,0,,[],5a1e5e719aaac_0.jpg,,[],,,,,,1,1,33520,5a1bf69170820_0.png
36437,"LONGMORN - THE DISTILLER'S CHOICE",2016-07-01,2018-10-16,725,2016-01-04,2014-08-04,5,3,2,0,0,8,,,1,72,"Scotch Whisky",0,0,,0,,,"In today’s society people are seeking ever more exclusive experiences and rare creations that reflect their discernment and status. There is a demand for increasingly luxurious products to satisfy increasingly refined palates.
As the epitome of refinement and luxury, Longmorn is perfectly positioned to make a strong impression within these segments, appealing to excellence hunters in all key markets.
The name of this expression is inspired by the legend that Longmorn was every distiller’s favourite dram apart from their own. An exceptionally balanced and elegant Single Malt that is smooth and creamy with subtle spice and sweet treacle.","An entry product for the new Longmorn luxury Single Malt range. There is a demand for increasingly luxurious products to satisfy increasingly refined palates.","I want a luxury product which is created with solid foundations of quality craftsmanship and design. The choices I make and the brands I buy are a measure of my success and a reflection of my status for my peers. ",,"Business will come from the growing Prestige and Ultra Premium segments as well as stealing share from The Macallan and Mortlach.",,,,,,,,,,,,slow_build,0,,"[""GB"",""CA"",""TW"",""AU"",""IN"",""DF2"",""DF3"",""DF4""]",5a38eaf9eb599_0.png,5a1eead3980c1_0.png,"[""a4ad43b36476ac12cb21106ed1442ed5e18a87b7_0.jpg""]",,,,,,0,1,33502,5b1a4e849aaea_0.png
36438,"LONGMORN 16 YO",2016-07-01,2018-10-16,725,2016-09-21,2014-05-08,8,3,2,1,0,1,,,1,72,"Scotch Whisky",0,1,"Longmorn 16 yo",0,,,"Longmorn 16 Year Old is a remarkable expression of age and elegance: this rich and intense single malt is matured for at least 16 years in three kinds of oak casks for an outstanding balance of flavour and a voluptuous finish. 
","There is an increasing demand for luxury single malt products to satisfy increasingly refined palates. As the epitome of refinement and luxury, Longmorn is perfectly positioned to appeal to these excellence hunters.","I want a luxury product which is created with solid foundations of quality craftsmanship and design. The choices I make and the brands I buy are a measure of my success and a reflection of my status for my peers.",,"Business will come from the Prestige and Ultra Premium segments as well as stealing share form The Macallan and Mortlach.",,,,,,,,,,,,slow_build,0,,"[""FR"",""RU"",""US"",""CN"",""DF4"",""TW"",""GB"",""DF1"",""DF2"",""DF3"",""DF4""]",57d2d696aa02b_0.jpg,5a1eebdc8d09e_0.png,[],,,,,,0,1,33502,5b1a4d73a74e3.png
36439,"LONGMORN 23 YO",2016-07-01,2018-10-16,725,2016-09-21,2014-05-08,5,3,2,1,0,1,3,2,1,72,"Scotch Whisky",0,0,,1,,,"Longmorn 23YO is the pinnacle of the new Longmorn range, full of richly profound flavours.
A rare and exquisitely crafted single malt, rested for more than two decades in our finest, hand selected traditional oak casks chosen to complement the flavours of the Longmorn spirit. It celebrates our distillery’s inimitable character and unparalleled commitment to excellence.
","There is an increasing demand for luxury single malt products to satisfy increasingly refined palates. As the epitome of refinement and luxury, Longmorn is perfectly positioned to appeal to these excellence hunters.","I want a luxury product which is created with solid foundations of quality craftsmanship and design. The choices I make and the brands I buy are a measure of my success and a reflection of my status for my peers.",,"Business will come from the growing Prestige and Ultra Premium segments as well as stealing share form The Macallan and Mortlach.","Neat or with an ice sphere","Low energy bars",,"Macallan ",,,,,,,,slow_build,0,,"[""RU"",""FR"",""CN"",""CA"",""US"",""TW"",""AU"",""DF1"",""DF2"",""DF3"",""DF4""]",57d2d66859c1e_0.jpg,5a1eec62ef7dc_0.png,[],,,,,,0,1,33502,5b1a48ec7ce70_0.png
62127,"LOT NO 40",2017-03-17,2018-10-16,1053,2012-11-01,2012-06-01,5,3,2,0,0,1,,2,4,73,"Non-Scotch Whisky",0,0,,1,,,,"Crafted in small batches, Lot 40 is the purest expression of rye whisky.","I want a whisky brand that understands the journey is just as meaningful as the destination in the pursuit of perfection.",,"Bulleit Bourbon and Rye",,,,,,,,,,,,slow_build,0,,"[""GB"",""FR"",""CA"",""DE"",""US""]",5a1d86831721d_0.jpg,5a1d86fd7f8ce_0.jpg,[],,,,,,0,1,33521,5b20e1a9ef71c_0.png
36525,"MADE REAL VODKA",2016-07-01,2018-10-16,389,2015-06-01,2016-06-25,7,2,2,1,0,0,,,1,97,,0,0,,0,,,"Women as consumers and their increasing purchasing power represent one of the worlds largest opportunities. They are becoming more powerful, independent and want to be self-made! Yet, few major spirits brands target women directly. 

Introducing Made Real, a brand uniquely co-created by women, for women. Distilled from wheat and honey, Made Real is the 5-9 spirit for idea sharing, connecting, and celebrating success. The Made Real consumer represents 39% (or 2,546K 9LCS) of female consumption of Premium & Super Premium Vodka in the US. Made Real is more a vodka, it is a tribe and mindset of like-minded entrepreneurial women.

Project stopped Sept 2016",,,,,,,,,,,,,,,,slow_build,0,,[],56e8251068803_0.jpg,5a02e1bb76590_0.png,[],,,,,,0,1,33450,5a1bf6acaabd3_0.png
101156,"MALIBU ALC-FREE SUMMER DRINK MIXER (NOLO)",2018-05-28,2018-10-16,342,2019-04-01,2017-11-01,2,2,2,0,0,7,4,4,1,97,RTD/RTS,0,0,,0,"There is a huge opportunity for Malibu to tap into the fast-growing premium cocktail mixer category. This not only creates new distribution opportunities but also has potential to recruit new consumers in No alcohol occasions.",,"Introducing New Malibu Alc-Free mixers – all the flavor and fun of Malibu’s classic summer cocktails but with NO alcohol.Choose from Pineapple Colada, Lime Daiquiri or Strawberry Mojito. Because it’s alcohol-free, it’s the perfect everyday thirst quencher but you can also top it off with alcohol if you feel the party vibe.",,"I love the taste of classic summer cocktails, their delicious flavors put me in a fun and carefree mood.  But when I’m not drinking alcohol, my options for the same super-summery drinks are limited.",,"The premium mixer category is huge and fast growing. With brands like Fever Tree having already made success but no-one is owning the ""Summer drinks"" mixer segment and Malibu has the credentials to do that",,,,,,,,,,,,fast_growth,0,,[],5b0bcf81626b0_0.jpg,,[],,,,,,0,1,33460,
36436,"MALIBU BEER",2016-07-01,2018-10-16,342,2015-08-01,2014-02-01,4,2,2,0,0,2,4,3,1,97,Other,0,0,,0,"Malibu Beer recruits new consumers into the brand and because it is done through licensing partnership it doesn't divert resources from base business",,"Malibu Beer is a refreshing golden lager with a hint of coconut in the finish targeting fast growing flavored beers which is a totally new profit pool for Malibu. No other Spirit brand in the world has a beer; this is game changing for the industry. Beer has also been encroaching on our spirit territory, with products like Bud Light-A-Ritas, one of the fastest growing new products in the USA and Desperados, the fastest growing beer in the world. ","Malibu Beer recruits new consumers into the brand targeting a totally new profit pool Beer. Our latest round of research in the U.S. showed that 1 in 4 trialists of Malibu Beer went on to buy a bottle of Malibu Original as a result.","I love the feel of summer and the carefree times it brings. In these time I want a refreshing beer that keeps the mood going",,"Malibu Beer takes share from Summer Beer. In Europe Desperados. In the US, brands like Blue Moon (Miller Coors) and Shock Top. ","Chilled - with Lime","Grocery, convenience, liquor","100 vs corona","corona, blue moon","Golden lager with hint of coconut in finish",5b0bc6927130f_0.jpg,5b0bc7623a0ee_0.jpg,,,"We recruit: vast majority of malibu beer drinkers are new or infrequent drinkers of malibu rum and 1 in 4 go on to buy a bottle of rum after they bough a 6-pack of beer","Spring of 2018, our partner US Beverage has taken things up a notch in the US expanding into new states like Texas. In Europe, discussions are in progress with potential partners for scaling-up (outside of PR).",slow_build,0,,"[""NL"",""US""]",5b0d5f70408af_0.jpg,5b0d5fa64ecac_0.jpg,[],https://www.dropbox.com/s/jc85yeony24o183/MALIBU_BEER_2018_V6.mp4?dl=0,,,,,0,1,33460,5b0d0d3816c53_0.png
36444,"MALIBU BLACK",2016-07-01,2018-10-16,342,2011-02-01,2011-02-01,8,3,2,0,0,8,,,1,97,Rum,0,0,,0,"Malibu Black taps into the rum category competing with other white and dark rums. ",,"Malibu Black is a bolder rum proposition aiming to recruit a more male focused target in higher energy occasions, sourcing among others from Captain Morgan.
There is an opportunity to accelerate the performance of Malibu Black in the US (only market) by re-positioning into a tighter proposition with potentially New communication materials. ","Malibu Black combines the boldness of dark rum with a higher ABV than Malibu original. It is perfect for when you want to take things up a notch","When the sun sets and the music cranks, me and my friends we want to take things up a notch",,"This innovation taps into the higher proof dark rum category, sourcing from brands such as Captain Morgan spiced rum.","Black & Coke",grocery,110,"Bacardi and other rums","bolder malibu proposition",5a0306e045586_0.png,,,,"It has been decided with PRUSA to not focus on Malibu Black to be able to better address growth opportunities on Original","Malibu Black still has distribution and there is no immediate plan to discontinue. TAC is not developing support assets for Black anymore. Limited support is given in market.",slow_build,0,,"[""US""]",5a0306e3296fc_0.png,5a0306da566c5_0.png,"[""5a0306e7a75ef_0.png"",""5a1c0f9a80321_0.png"",""5a1c0ff0182bc_0.png"",""5a1c103457c43_0.png""]",,,,,,0,1,33460,5a670979ba6a8_0.png
101276,"MALIBU BRAND LICENSING",2018-05-28,2018-10-16,1333,2017-10-08,2016-01-01,3,1,2,0,0,8,,,1,97,Other,0,0,,0,"Malibu’s uniquely strong association to summer gives us permission to be a part of YFS’s summer experiences beyond alcohol beverages. Through licensing we: Create exposure in new channels (e.g. fashion retailers), Build relevance with YFS (e.g. association with Asos), Increase engagement in Social (+9% points vs benchmark), Build our global icon of summer status by establishing the Malibu lifestyle, Recruit consumers (halo effect).",,"A new business model. Our brand would not have the budget, connection or knowledge to launch into such different product categories (e.g. apparel or giant swimming pool inflatables).","Never before were consumer able to WEAR their beloved Malibu brand.","To quote ""Sassybitchhere"" (Instagram) about the new Malibu t-shirt on Missguided.com: ""I need that top in my life!""",,"Our core objective is brand building - at very low cost. Looking at competitors' licensing business, we know there is a high revenue potential in the LONG TERM. Said competitors have been building their licensing programs over the past 20+ years.",N/,,,,,,,,,,,fast_growth,0,,[],5b0d1cec2d393_0.png,,[],,,https://mybrands.pernod-ricard.com/malibu/articles/malibu-brand-licensing-strategy,,https://www.linkedin.com/feed/update/urn:li:activity:6377134628289024001,0,1,33460,
36455,"MALIBU CANS",2016-07-01,2018-10-16,468,2011-08-01,2011-08-01,8,3,2,0,0,2,4,3,1,97,RTD/RTS,0,0,,0,"Malibu RTDs tap into consumer needs for spontaneous refreshment and recruit new to Malibu consumers. Just like traditional ad campaigns, they drive reach, grow brand equity and drive trial, all while generating incremental business.",,"Malibu RTDs are strategic recruitment tool for Malibu Original. They expand Malibu's reach in new trade channels, build positive brand attributes and encourage trial of classic Malibu drinks. ","A spirit of the summer Malibu offers the most refreshing summer flavours in a convenient, ready to drink format - open and enjoy with your friends, anywhere you go.","""I want sweet & refreshing, flavourful drink that is already mixed, and that I can take and enjoy anywhere I go. ",,"Global RTD category was worth 16B Eur in 2016. Main source of volume for RTDs are beer (41%) and wine (26%). Malibu RTD competes with international spirit brands in RTD category, like Smirnoff ICE, Bacardi Breezer, JD Cola and other. ","Straight from the can, or served in the glass.","Mainly off-trade locations - convenience store.","100 vs. Smirnoff ICE, Bacardi Breezer.","Smirnoff ICE, Bacardi Breezer and similar.","Most refreshing summer flavours in the can.",5b0bc7410b409_0.jpg,5a1c13d779202_0.png,,,"Need for more, stronger digital assets.","Scaling-up the range to new markets and providing support (best practice, guidelines, assets)",fast_growth,0,,"[""GB"",""FI"",""NL"",""DE"",""US"",""IE""]",5b0bc8f632cc4_0.jpg,5a1c15ef576e6_0.png,"[""5a1c166359ae4_0.png"",""5a1c167523a39_0.png"",""5a1c168a879ab_0.png"",""5b0bc910ca865_0.jpg""]",,,https://mybrands.pernod-ricard.com/malibu/activations/malibu-rtd-full-range?product=487,https://mybrands.pernod-ricard.com/malibu/activations/malibu-rtd-full-range?product=487,,0,1,33460,5b0d3b1637c7f_0.png
36570,"MALIBU COCKTAILS (RTD - SHARING)",2016-07-01,2018-10-16,530,2012-04-01,2012-04-01,5,3,2,0,1,2,4,3,5,97,RTD/RTS,0,0,,0,"Malibu RTDs are strategic recruitment tool for Malibu Original. They expand Malibu's reach in new trade channels, build positive brand attributes and encourage trial of classic Malibu drinks.",,"The range of Malibu RTDs are an essential piece to recruit in the core Hang Out moment of consumption where RTDs clearly over index. Both single serve and sharing are important in particular in summer occasions, like BBQs or outdoor hang outs. A unique way to deliver summer refreshment for the whole party to enjoy is with the Malibu pouch. It comes in 4 different recipes to educate consumers on the key Malibu cocktails, like Malibu Pineapple with a fresh summer twist.
The range is US only and has been relaunched in Feb-16 with new updated packaging design.","Malibu Cocktails are classic rum cocktail created to share - take them to any party and enjoy with friends!","In summer I want to take the party everywhere",,"Global RTD category was worth 16B Eur in 2016. Main source of volume for RTDs are beer (41%) and wine (26%). Malibu RTD competes with international spirit brands in RTD category, like Smirnoff ICE, Bacardi Breezer, JD Cola and other. ","Pour into the glass with ice, enjoy!",Off-trade.,"100 vs. international spirit brands like Bacardi","Bacardi, Captain Morgan, Jose Cuervo.","4 flavours",5a2167a556a03_0.png,5a2167ca055d7_0.png,"The range",,"Malibu Rum Punch is the most successful Malibu Cocktail.","Global team is working on new type of sharing product - more contemporary, more fun, better tasting proposition to consumers.",fast_growth,0,,"[""US""]",5a1c2e81d9e30_0.jpg,5a1c2ed99e8ba_0.png,"[""5a1c10cbb963d_0.png"",""5a1c2f03a3265_0.jpg"",""5a1c2f13050b6_0.jpg"",""5a1c2f2029a44_0.jpg""]",,,,,,0,1,33460,5b0d19453d6c0_0.png
